year,showname,potentialgross,difference,averageticket,seatssold,seatsintheater,previews,cap,diffcap
27-10-1985,The Search for Signs of Intelligent Life in the Universe,0.0,5389.0,25.07,8527,1068,8,99.8,-0.35
03-11-1985,42nd Street,0.0,-41767.0,32.19,8100,1655,8,61.18,-12.43
03-11-1985,A Chorus Line,0.0,-26367.0,30.3,6578,1472,8,55.86,-8.86
03-11-1985,As Is,0.0,-11436.0,16.77,3219,684,8,58.83,-9.97
03-11-1985,Big River,0.0,-19771.0,36.0,7788,1018,8,95.63,-3.65
03-11-1985,Biloxi Blues,0.0,-15844.0,26.86,8193,1336,8,76.66,-3.85
03-11-1985,Cats,0.0,3611.0,38.66,12029,1482,8,101.46,0.15
03-11-1985,La Cage aux Folles,0.0,-46988.0,34.19,10521,1683,8,78.14,-6.78
03-11-1985,Oh! Calcutta!,0.0,-3612.0,14.76,2686,499,9,59.81,-4.43
03-11-1985,Singin' in the Rain,0.0,-35846.0,32.39,9827,1933,8,63.55,-9.64
03-11-1985,Song and Dance,0.0,62739.0,35.49,7849,1069,8,91.78,22.59
03-11-1985,Tango Argentino,0.0,-1344.0,34.71,10635,1603,8,82.93,-0.91
03-11-1985,The Iceman Cometh,0.0,-25450.0,28.64,4863,1511,6,53.64,-8.34
03-11-1985,The Marriage of Figaro,0.0,0.0,17.52,3554,602,8,73.8,0.0
03-11-1985,The Nerd,0.0,-10500.0,39.44,900,499,0,22.55,-7.51
03-11-1985,The Odd Couple,0.0,-21009.0,26.04,6498,1181,8,68.78,-6.62
03-11-1985,The Search for Signs of Intelligent Life in the Universe,0.0,2173.0,25.11,8599,1068,8,100.64,0.84
10-11-1985,42nd Street,0.0,65250.0,30.51,10684,1655,8,80.69,19.51
10-11-1985,A Chorus Line,0.0,19188.0,28.85,7573,1472,8,64.31,8.45
10-11-1985,As Is,0.0,7861.0,17.56,3521,685,8,64.25,5.42
10-11-1985,Big River,0.0,14280.0,36.19,8141,1018,8,99.96,4.33
10-11-1985,Biloxi Blues,0.0,-1062.0,27.23,8040,1336,8,75.22,-1.44
10-11-1985,Cats,0.0,-649.0,38.66,12015,1482,8,101.34,-0.12
10-11-1985,La Cage aux Folles,0.0,13310.0,35.25,10581,1683,8,78.59,0.45
10-11-1985,Oh! Calcutta!,0.0,7240.0,15.02,3121,499,8,78.18,18.37
10-11-1985,Singin' in the Rain,0.0,21084.0,32.42,10467,1933,8,67.69,4.14
10-11-1985,Song and Dance,0.0,13553.0,35.92,8133,1039,8,97.85,6.07
10-11-1985,Tango Argentino,0.0,11577.0,34.25,11115,1603,8,86.67,3.74
10-11-1985,The Boys of Winter,0.0,0.0,19.74,2738,499,0,68.59,0.0
10-11-1985,The Iceman Cometh,0.0,838.0,29.0,4831,1511,6,53.29,-0.35
10-11-1985,The Marriage of Figaro,0.0,10376.0,17.48,4154,602,8,86.25,12.45
10-11-1985,The Nerd,0.0,-9000.0,44.17,600,499,4,17.18,-5.37
10-11-1985,The Odd Couple,0.0,22435.0,26.31,7284,1181,8,77.1,8.32
10-11-1985,The Search for Signs of Intelligent Life in the Universe,0.0,540.0,26.22,8256,1079,8,95.64,-5.0
17-11-1985,42nd Street,0.0,-36033.0,32.0,9059,1655,8,68.42,-12.27
17-11-1985,A Chorus Line,0.0,-8542.0,28.48,7372,1472,8,62.6,-1.71
17-11-1985,As Is,0.0,-8065.0,16.82,3196,685,8,58.32,-5.93
17-11-1985,Big River,0.0,-5979.0,36.63,7879,1018,8,96.75,-3.21
17-11-1985,Biloxi Blues,0.0,1759.0,27.29,8088,1336,8,75.67,0.45
17-11-1985,Cats,0.0,-5707.0,38.22,12001,1482,8,101.22,-0.12
17-11-1985,La Cage aux Folles,0.0,22081.0,34.74,11373,1683,8,84.47,5.88
17-11-1985,Oh! Calcutta!,0.0,-9101.0,14.48,2609,499,8,65.36,-12.82
17-11-1985,Singin' in the Rain,0.0,-3220.0,31.01,10841,1933,8,70.1,2.41
17-11-1985,Song and Dance,0.0,-12135.0,35.51,7886,1039,8,94.87,-2.98
17-11-1985,Tango Argentino,0.0,-67879.0,34.94,8952,1603,8,69.81,-16.86
17-11-1985,The Boys of Winter,0.0,-6994.0,21.19,2221,499,0,55.64,-12.95
17-11-1985,The Iceman Cometh,0.0,0.0,29.0,4831,1511,6,53.29,0.0
17-11-1985,The Marriage of Figaro,0.0,-8239.0,16.79,3836,602,8,79.65,-6.6
17-11-1985,The Mystery of Edwin Drood,0.0,0.0,24.51,5798,1454,0,49.85,0.0
17-11-1985,The Nerd,0.0,0.0,44.17,600,499,4,17.18,0.0
17-11-1985,The Odd Couple,0.0,-14250.0,26.63,6662,1181,8,70.51,-6.59
17-11-1985,The Search for Signs of Intelligent Life in the Universe,0.0,2788.0,25.59,8567,1079,8,99.25,3.61
24-11-1985,42nd Street,0.0,-36102.0,32.02,7928,1655,8,59.88,-8.54
24-11-1985,A Chorus Line,0.0,-20481.0,29.26,6474,1472,8,54.98,-7.62
24-11-1985,As Is,0.0,-7663.0,17.88,2578,685,8,47.04,-11.28
24-11-1985,Big River,0.0,6773.0,36.24,8151,1018,8,100.09,3.34
24-11-1985,Biloxi Blues,0.0,-10553.0,27.26,7711,1336,8,72.15,-3.52
24-11-1985,Cats,0.0,1140.0,38.32,12001,1482,8,101.22,0.0
24-11-1985,I'm Not Rappaport,0.0,0.0,23.28,4959,785,8,78.96,0.0
24-11-1985,La Cage aux Folles,0.0,-28783.0,34.15,10726,1683,8,79.66,-4.81
24-11-1985,Oh! Calcutta!,0.0,-846.0,14.41,2563,499,8,64.2,-1.16
24-11-1985,Singin' in the Rain,0.0,-26384.0,29.74,10416,1933,8,67.36,-2.74
24-11-1985,Song and Dance,0.0,-2694.0,35.81,7744,1039,8,93.17,-1.7
24-11-1985,Tango Argentino,0.0,-2216.0,36.18,8583,1603,8,66.93,-2.88
24-11-1985,The Boys of Winter,0.0,-1225.0,18.31,2503,499,0,62.7,7.06
24-11-1985,The Marriage of Figaro,0.0,-33959.0,15.03,2025,602,8,42.05,-37.6
24-11-1985,The Mystery of Edwin Drood,0.0,22394.0,23.84,6900,1454,0,59.32,9.47
24-11-1985,The Odd Couple,0.0,-36706.0,27.26,5162,1181,8,54.64,-15.87
24-11-1985,The Search for Signs of Intelligent Life in the Universe,0.0,508.0,26.08,8426,1079,8,97.61,-1.64
01-12-1985,42nd Street,0.0,112852.0,33.14,11063,1655,8,83.56,23.68
01-12-1985,A Chorus Line,0.0,93512.0,32.2,8789,1472,8,74.63,19.65
01-12-1985,As Is,0.0,13969.0,19.14,3139,685,8,57.28,10.24
01-12-1985,Big River,0.0,23847.0,38.9,8206,1018,8,100.76,0.67
01-12-1985,Biloxi Blues,0.0,50705.0,29.41,8871,1336,8,83.0,10.85
01-12-1985,Blood Knot,0.0,0.0,19.32,2294,805,0,71.24,0.0
01-12-1985,Cats,0.0,13302.0,39.18,12078,1482,8,101.87,0.65
01-12-1985,Hay Fever,0.0,0.0,21.1,1606,1110,0,36.17,0.0
01-12-1985,I'm Not Rappaport,0.0,16529.0,23.93,5514,785,8,87.8,8.84
01-12-1985,La Cage aux Folles,0.0,63937.0,35.64,12072,1683,8,89.66,10.0
01-12-1985,Oh! Calcutta!,0.0,7430.0,14.49,3062,499,9,68.18,3.98
01-12-1985,Singin' in the Rain,0.0,63135.0,34.35,10855,1933,8,70.2,2.84
01-12-1985,Song and Dance,0.0,23636.0,37.38,8051,1039,8,96.86,3.69
01-12-1985,Tango Argentino,0.0,5225.0,33.45,9440,1603,8,73.61,6.68
01-12-1985,The Boys of Winter,0.0,7651.0,22.66,2360,499,1,59.12,-3.58
01-12-1985,The Marriage of Figaro,0.0,13997.0,17.31,2567,602,8,53.3,11.25
01-12-1985,The Mystery of Edwin Drood,0.0,56248.0,31.04,7111,1454,0,61.13,1.81
01-12-1985,The Odd Couple,0.0,42577.0,29.14,6290,1181,8,66.57,11.93
01-12-1985,The Search for Signs of Intelligent Life in the Universe,0.0,-13592.0,27.03,7629,1079,7,101.01,3.4
01-12-1985,Wind in the Willows,0.0,0.0,19.23,3574,1182,0,43.2,0.0
08-12-1985,42nd Street,0.0,-52642.0,33.55,9359,1655,8,70.69,-12.87
08-12-1985,A Chorus Line,0.0,-40810.0,28.92,8372,1472,8,71.09,-3.54
08-12-1985,As Is,0.0,-15707.0,15.22,2915,685,8,53.19,-4.09
08-12-1985,Big River,0.0,-7540.0,38.0,8203,1018,8,100.72,-0.04
08-12-1985,Biloxi Blues,0.0,-28608.0,28.28,8212,1336,8,76.83,-6.17
08-12-1985,Blood Knot,0.0,23624.0,16.33,4162,805,0,64.63,-6.61
08-12-1985,Cats,0.0,-12567.0,38.33,12018,1482,8,101.37,-0.5
08-12-1985,Hay Fever,0.0,25324.0,15.03,3940,1110,0,44.37,8.2
08-12-1985,I'm Not Rappaport,0.0,581.0,24.95,5313,785,8,84.6,-3.2
08-12-1985,La Cage aux Folles,0.0,-42423.0,35.4,10955,1683,8,81.37,-8.29
08-12-1985,Oh! Calcutta!,0.0,-8229.0,14.43,2504,499,9,55.76,-12.42
08-12-1985,Singin' in the Rain,0.0,-1214.0,32.87,11308,1933,8,73.12,2.92
08-12-1985,Song and Dance,0.0,-10821.0,35.99,8062,1039,8,96.99,0.13
08-12-1985,Tango Argentino,0.0,-5666.0,35.51,8733,1603,8,68.1,-5.51
08-12-1985,The Boys of Winter,0.0,-16165.0,23.35,1598,499,8,40.03,-19.09
08-12-1985,The Marriage of Figaro,0.0,-4195.0,15.37,2617,602,8,54.34,1.04
08-12-1985,The Mystery of Edwin Drood,0.0,44192.0,31.7,8359,1454,8,71.86,10.73
08-12-1985,The Odd Couple,0.0,-1057.0,28.41,6413,1181,8,67.88,1.31
08-12-1985,The Search for Signs of Intelligent Life in the Universe,0.0,20383.0,26.56,8529,1079,8,98.81,-2.2
08-12-1985,Wind in the Willows,0.0,-16998.0,15.89,3256,1182,0,34.43,-8.77
15-12-1985,42nd Street,0.0,-33690.0,32.7,8573,1655,8,64.75,-5.94
15-12-1985,A Chorus Line,0.0,-841.0,29.9,8070,1472,8,68.53,-2.56
15-12-1985,As Is,0.0,-8957.0,15.28,2318,685,8,42.3,-10.89
15-12-1985,Benefactors,0.0,0.0,24.63,4113,1080,0,76.17,0.0
15-12-1985,Big River,0.0,-22780.0,36.28,7963,1018,8,97.78,-2.94
15-12-1985,Biloxi Blues,0.0,-32675.0,26.44,7549,1336,8,70.63,-6.2
15-12-1985,Blood Knot,0.0,0.0,16.33,4162,805,0,64.63,0.0
15-12-1985,Cats,0.0,1156.0,38.42,12020,1482,8,101.38,0.01
15-12-1985,Corpse!,0.0,0.0,42.6,500,499,0,20.04,0.0
15-12-1985,Hay Fever,0.0,4620.0,20.06,3182,1110,4,35.83,-8.54
15-12-1985,I'm Not Rappaport,0.0,-6250.0,25.21,5010,785,8,79.78,-4.82
15-12-1985,La Cage aux Folles,0.0,-8219.0,35.0,10846,1683,8,80.56,-0.81
15-12-1985,Oh! Calcutta!,0.0,-3871.0,14.31,2255,499,9,50.21,-5.55
15-12-1985,Singin' in the Rain,0.0,-28151.0,31.96,10748,1933,8,69.5,-3.62
15-12-1985,Song and Dance,0.0,-20095.0,36.47,7403,1039,8,89.06,-7.93
15-12-1985,Tango Argentino,0.0,-32763.0,35.53,7807,1603,8,60.88,-7.22
15-12-1985,The Marriage of Figaro,0.0,-1478.0,15.46,2507,602,8,52.06,-2.28
15-12-1985,The Mystery of Edwin Drood,0.0,25888.0,31.13,9342,1454,8,80.31,8.45
15-12-1985,The Odd Couple,0.0,-37003.0,28.84,5035,1181,8,53.29,-14.59
15-12-1985,The Search for Signs of Intelligent Life in the Universe,0.0,1307.0,26.36,8646,1079,8,100.16,1.35
15-12-1985,Wind in the Willows,0.0,-14651.0,18.35,2021,1182,0,28.5,-5.93
22-12-1985,42nd Street,0.0,-86628.0,32.77,5912,1655,8,44.65,-20.1
22-12-1985,A Chorus Line,0.0,-51651.0,28.83,6578,1472,8,55.86,-12.67
22-12-1985,As Is,0.0,-5040.0,14.39,2110,685,8,38.5,-3.8
22-12-1985,Benefactors,0.0,49022.0,23.88,6295,1080,1,72.86,-3.31
22-12-1985,Big River,0.0,-15204.0,37.2,7358,1018,8,90.35,-7.43
22-12-1985,Biloxi Blues,0.0,-65439.0,25.93,5173,1336,8,48.4,-22.23
22-12-1985,Blood Knot,0.0,0.0,18.54,3587,805,8,55.7,0.0
22-12-1985,Cats,0.0,3205.0,38.71,12012,1482,8,101.32,-0.06
22-12-1985,Corpse!,0.0,-4800.0,41.25,400,499,0,10.02,-10.02
22-12-1985,Hay Fever,0.0,13855.0,19.02,4084,1110,8,45.99,10.16
22-12-1985,I'm Not Rappaport,0.0,-26331.0,24.81,4029,785,8,64.16,-15.62
22-12-1985,La Cage aux Folles,0.0,-82485.0,33.32,8917,1683,8,66.23,-14.33
22-12-1985,Oh! Calcutta!,0.0,-6038.0,14.24,1842,499,9,41.02,-9.19
22-12-1985,Singin' in the Rain,0.0,-114423.0,30.61,7484,1933,8,48.4,-21.1
22-12-1985,Song and Dance,0.0,-65211.0,36.1,5673,1039,8,68.25,-20.81
22-12-1985,Tango Argentino,0.0,-47490.0,34.96,6575,1603,8,51.27,-9.61
22-12-1985,The Mystery of Edwin Drood,0.0,-17411.0,31.67,8633,1425,8,75.73,-4.58
22-12-1985,The Odd Couple,0.0,-58855.0,26.69,3236,1181,8,34.25,-19.04
22-12-1985,The Search for Signs of Intelligent Life in the Universe,0.0,-11842.0,26.69,8093,1079,8,93.76,-6.4
22-12-1985,Wind in the Willows,0.0,2238.0,20.82,1889,1182,4,19.98,-8.52
29-12-1985,42nd Street,0.0,198083.0,34.4,11388,1655,8,86.01,41.36
29-12-1985,A Chorus Line,0.0,190414.0,33.74,11265,1472,8,95.66,39.8
29-12-1985,As Is,0.0,20950.0,19.82,2590,685,8,47.26,8.76
29-12-1985,Benefactors,0.0,73083.0,30.24,7388,1080,8,85.51,12.65
29-12-1985,Big River,0.0,51341.0,39.57,8216,1018,8,100.88,10.53
29-12-1985,Biloxi Blues,0.0,112708.0,26.95,9160,1336,8,85.7,37.3
29-12-1985,Blood Knot,0.0,28462.0,22.44,4232,805,8,65.71,10.01
29-12-1985,Cats,0.0,13354.0,39.56,12092,1482,8,101.99,0.67
29-12-1985,Corpse!,0.0,13900.0,50.67,600,499,0,15.03,5.01
29-12-1985,Hay Fever,0.0,69579.0,24.6,5987,1110,8,67.42,21.43
29-12-1985,I'm Not Rappaport,0.0,56655.0,25.97,6030,785,8,96.02,31.86
29-12-1985,La Cage aux Folles,0.0,160345.0,41.17,11110,1683,8,82.52,16.29
29-12-1985,Oh! Calcutta!,0.0,18576.0,14.48,3094,499,8,77.51,36.49
29-12-1985,Singin' in the Rain,0.0,184555.0,33.97,12178,1933,8,78.75,30.35
29-12-1985,Song and Dance,0.0,87368.0,37.59,7772,1039,8,93.5,25.25
29-12-1985,Tango Argentino,0.0,55419.0,37.85,7537,1603,8,58.77,7.5
29-12-1985,The Mystery of Edwin Drood,0.0,147632.0,37.43,11249,1425,8,98.68,22.95
29-12-1985,The Odd Couple,0.0,84466.0,26.37,6477,1181,8,68.55,34.3
29-12-1985,The Search for Signs of Intelligent Life in the Universe,0.0,21466.0,27.24,8719,1079,8,101.01,7.25
05-01-1986,42nd Street,0.0,-70390.0,31.68,10145,1655,8,76.62,-9.39
05-01-1986,A Chorus Line,0.0,-70489.0,31.06,9967,1472,8,84.64,-11.02
05-01-1986,As Is,0.0,16289.0,21.79,3103,685,8,56.62,9.36
05-01-1986,Benefactors,0.0,7108.0,30.92,7454,1080,8,86.27,0.76
05-01-1986,Big River,0.0,-19272.0,39.7,7703,1018,8,94.58,-6.3
05-01-1986,Biloxi Blues,0.0,-43609.0,25.97,7825,1336,8,73.21,-12.49
05-01-1986,Blood Knot,0.0,-15553.0,23.24,3416,805,8,53.04,-12.67
05-01-1986,Cats,0.0,11127.0,40.52,12078,1482,8,101.87,-0.12
05-01-1986,Corpse!,0.0,-5400.0,50.0,500,499,1,12.53,-2.5
05-01-1986,Hay Fever,0.0,-1174.0,25.81,5660,1110,8,63.74,-3.68
05-01-1986,I'm Not Rappaport,0.0,-17815.0,25.98,5342,785,8,85.06,-10.96
05-01-1986,La Cage aux Folles,0.0,-51831.0,39.99,10142,1683,8,75.33,-7.19
05-01-1986,Oh! Calcutta!,0.0,-6290.0,14.31,2691,499,9,59.92,-17.59
05-01-1986,Singin' in the Rain,0.0,-113829.0,31.46,9530,1933,8,61.63,-17.12
05-01-1986,Song and Dance,0.0,-22504.0,35.22,7657,1039,8,92.12,-1.38
05-01-1986,Tango Argentino,0.0,61495.0,39.19,8848,1603,8,69.0,10.23
05-01-1986,The Mystery of Edwin Drood,0.0,-83212.0,34.29,9851,1425,8,86.41,-12.27
05-01-1986,The Odd Couple,0.0,-47191.0,26.43,4677,1181,8,49.5,-19.05
05-01-1986,The Search for Signs of Intelligent Life in the Universe,0.0,16654.0,29.13,8724,1079,8,101.07,0.06
12-01-1986,42nd Street,0.0,-109546.0,32.87,6445,1655,8,48.68,-27.94
12-01-1986,A Chorus Line,0.0,-108901.0,30.81,6513,1472,8,55.31,-29.33
12-01-1986,Benefactors,0.0,-28499.0,28.83,7006,1080,8,81.09,-5.18
12-01-1986,Big River,0.0,-79083.0,34.77,6521,1018,8,80.07,-14.51
12-01-1986,Biloxi Blues,0.0,-55975.0,25.89,5689,1336,8,53.23,-19.98
12-01-1986,Blood Knot,0.0,-11394.0,20.02,3397,805,8,52.75,-0.29
12-01-1986,Cats,0.0,-23712.0,38.81,12000,1482,8,101.21,-0.66
12-01-1986,Corpse!,0.0,11250.0,72.5,500,499,8,12.53,0.0
12-01-1986,Hay Fever,0.0,-34443.0,25.59,4363,1110,8,49.13,-14.61
12-01-1986,I'm Not Rappaport,0.0,-15065.0,24.87,4975,785,8,79.22,-5.84
12-01-1986,La Cage aux Folles,0.0,-56646.0,39.56,8822,1683,8,65.52,-9.81
12-01-1986,Lillian,0.0,0.0,16.5,1225,1088,0,56.3,0.0
12-01-1986,Oh! Calcutta!,0.0,-7892.0,14.26,2147,499,8,53.78,-6.14
12-01-1986,Singin' in the Rain,0.0,-31193.0,31.68,8480,1933,8,54.84,-6.79
12-01-1986,Song and Dance,0.0,-55899.0,33.33,6414,1039,8,77.17,-14.95
12-01-1986,Tango Argentino,0.0,-120453.0,35.03,6461,1603,8,50.38,-18.62
12-01-1986,The Mystery of Edwin Drood,0.0,-45295.0,32.9,8891,1425,8,77.99,-8.42
12-01-1986,The Odd Couple,0.0,-19541.0,27.8,3744,1181,8,39.63,-9.87
12-01-1986,The Search for Signs of Intelligent Life in the Universe,0.0,-15983.0,27.67,8607,1079,8,99.71,-1.36
19-01-1986,42nd Street,0.0,4639.0,32.85,6591,1655,8,49.78,1.1
19-01-1986,A Chorus Line,0.0,524.0,31.64,6359,1472,8,54.0,-1.31
19-01-1986,Benefactors,0.0,40628.0,29.94,8104,1080,8,93.8,12.71
19-01-1986,Big River,0.0,8259.0,33.78,6956,1018,8,85.41,5.34
19-01-1986,Biloxi Blues,0.0,9447.0,26.38,5941,1336,8,55.59,2.36
19-01-1986,Blood Knot,0.0,-3129.0,18.24,3556,805,8,55.22,2.47
19-01-1986,Cats,0.0,-3891.0,38.56,11976,1482,8,101.01,-0.2
19-01-1986,Corpse!,0.0,11675.0,50.45,950,499,8,23.8,11.27
19-01-1986,Hay Fever,0.0,-733.0,25.98,4269,1110,8,48.07,-1.06
19-01-1986,I'm Not Rappaport,0.0,7214.0,25.33,5170,785,8,82.32,3.1
19-01-1986,Jerome Kern Goes to Hollywood,0.0,0.0,18.0,2957,928,0,53.11,0.0
19-01-1986,La Cage aux Folles,0.0,5185.0,35.27,10040,1683,8,74.57,9.05
19-01-1986,Lillian,0.0,34931.0,17.43,3164,1088,5,36.35,-19.95
19-01-1986,Oh! Calcutta!,0.0,431.0,14.25,2179,499,9,48.52,-5.26
19-01-1986,Singin' in the Rain,0.0,16826.0,31.83,8968,1933,8,57.99,3.15
19-01-1986,Song and Dance,0.0,-3601.0,34.06,6171,1039,8,74.24,-2.93
19-01-1986,Tango Argentino,0.0,19504.0,35.39,6946,1603,8,54.16,3.78
19-01-1986,The Caretaker,0.0,0.0,14.74,2563,666,0,48.1,0.0
19-01-1986,The Mystery of Edwin Drood,0.0,18239.0,33.45,9290,1425,8,81.49,3.5
19-01-1986,The Odd Couple,0.0,1334.0,27.58,3823,1181,8,40.46,0.83
19-01-1986,The Search for Signs of Intelligent Life in the Universe,0.0,-2088.0,27.56,8566,1079,8,99.24,-0.47
19-01-1986,Uptown...It's Hot!,0.0,0.0,18.3,3296,1472,0,44.78,0.0
26-01-1986,42nd Street,0.0,-48247.0,32.36,5200,1655,8,39.27,-10.51
26-01-1986,A Chorus Line,0.0,-37337.0,31.98,5124,1472,8,43.51,-10.49
26-01-1986,Benefactors,0.0,-44651.0,29.76,6653,1080,8,77.0,-16.8
26-01-1986,Big River,0.0,-49442.0,31.88,5820,1018,8,71.46,-13.95
26-01-1986,Biloxi Blues,0.0,-30053.0,25.91,4889,1336,8,45.74,-9.85
26-01-1986,Blood Knot,0.0,-12913.0,17.13,3033,805,8,47.1,-8.12
26-01-1986,Cats,0.0,-5375.0,38.33,11909,1482,8,100.45,-0.56
26-01-1986,Corpse!,0.0,-5625.0,47.0,900,499,8,22.55,-1.25
26-01-1986,Hay Fever,0.0,-22.0,26.2,4232,1110,8,47.66,-0.41
26-01-1986,I'm Not Rappaport,0.0,-27898.0,25.24,4083,785,8,65.02,-17.3
26-01-1986,Jerome Kern Goes to Hollywood,0.0,-4300.0,13.52,3618,928,5,48.73,-4.38
26-01-1986,La Cage aux Folles,0.0,-53947.0,33.83,8875,1683,8,65.92,-8.65
26-01-1986,Lillian,0.0,-16470.0,16.01,2416,1088,8,27.76,-8.59
26-01-1986,Oh! Calcutta!,0.0,-3988.0,14.24,1901,499,9,42.33,-6.19
26-01-1986,Singin' in the Rain,0.0,-35284.0,30.56,8187,1933,8,52.94,-5.05
26-01-1986,Song and Dance,0.0,-28386.0,34.94,5203,1039,8,62.6,-11.64
26-01-1986,Tango Argentino,0.0,-42270.0,41.64,4889,1603,8,38.12,-16.04
26-01-1986,The Caretaker,0.0,0.0,14.74,2563,666,0,48.1,0.0
26-01-1986,The Mystery of Edwin Drood,0.0,-59882.0,34.09,7361,1425,8,64.57,-16.92
26-01-1986,The Odd Couple,0.0,-27678.0,27.74,2803,1181,8,29.67,-10.79
26-01-1986,The Search for Signs of Intelligent Life in the Universe,0.0,-2324.0,28.06,8329,1079,8,96.49,-2.75
26-01-1986,Uptown...It's Hot!,0.0,21413.0,16.78,4870,1472,0,41.36,-3.42
02-02-1986,42nd Street,0.0,-8035.0,31.87,5027,1655,8,37.97,-1.3
02-02-1986,A Chorus Line,0.0,-11822.0,30.51,4984,1472,8,42.32,-1.19
02-02-1986,Benefactors,0.0,-11029.0,30.3,6170,1080,8,71.41,-5.59
02-02-1986,Big River,0.0,-7128.0,31.02,5751,1018,8,70.62,-0.84
02-02-1986,Biloxi Blues,0.0,-12628.0,25.27,4513,1336,8,42.22,-3.52
02-02-1986,Blood Knot,0.0,-5213.0,15.43,3030,805,8,47.05,-0.05
02-02-1986,Cats,0.0,-11974.0,37.68,11798,1482,8,99.51,-0.94
02-02-1986,Corpse!,0.0,-2400.0,49.88,800,499,8,20.04,-2.51
02-02-1986,Hay Fever,0.0,-28319.0,26.54,3111,1110,8,35.03,-12.63
02-02-1986,I'm Not Rappaport,0.0,-3668.0,25.26,3935,785,8,62.66,-2.36
02-02-1986,Jerome Kern Goes to Hollywood,0.0,-28620.0,14.1,1440,928,8,19.4,-29.33
02-02-1986,La Cage aux Folles,0.0,-12018.0,34.78,8286,1683,8,61.54,-4.38
02-02-1986,Lillian,0.0,-7147.0,23.6,1336,1088,8,15.35,-12.41
02-02-1986,Oh! Calcutta!,0.0,-2110.0,14.22,1755,499,9,39.08,-3.25
02-02-1986,Singin' in the Rain,0.0,-51644.0,30.99,6407,1933,8,41.43,-11.51
02-02-1986,Song and Dance,0.0,-31155.0,35.06,4296,1039,8,51.68,-10.92
02-02-1986,Tango Argentino,0.0,3282.0,31.79,6506,1603,8,50.73,12.61
02-02-1986,The Mystery of Edwin Drood,0.0,-12669.0,34.25,6956,1425,8,61.02,-3.55
02-02-1986,The Odd Couple,0.0,-5773.0,26.32,2735,1181,8,28.95,-0.72
02-02-1986,The Search for Signs of Intelligent Life in the Universe,0.0,-9104.0,28.0,8024,1079,8,92.96,-3.53
02-02-1986,Uptown...It's Hot!,0.0,19733.0,29.0,3499,1472,8,29.71,-11.65
09-02-1986,42nd Street,0.0,-14667.0,32.49,4480,1655,8,33.84,-4.13
09-02-1986,A Chorus Line,0.0,-2021.0,30.86,4862,1472,8,41.29,-1.03
09-02-1986,Benefactors,0.0,-22172.0,31.48,5234,1080,8,60.58,-10.83
09-02-1986,Big River,0.0,-5661.0,32.4,5331,1018,8,65.46,-5.16
09-02-1986,Biloxi Blues,0.0,-8755.0,26.02,4046,1336,8,37.86,-4.36
09-02-1986,Blood Knot,0.0,-5365.0,13.58,3048,805,8,47.33,0.28
09-02-1986,Cats,0.0,-7311.0,36.87,11858,1482,8,100.02,0.51
09-02-1986,Corpse!,0.0,-3900.0,51.43,700,499,8,17.54,-2.5
09-02-1986,Hay Fever,0.0,-1517.0,24.5,3309,1110,8,37.26,2.23
09-02-1986,I'm Not Rappaport,0.0,-7421.0,26.1,3524,785,8,56.11,-6.55
09-02-1986,La Cage aux Folles,0.0,-13786.0,34.76,7893,1683,8,58.62,-2.92
09-02-1986,Lillian,0.0,3032.0,20.86,1657,1088,8,19.04,3.69
09-02-1986,Oh! Calcutta!,0.0,-678.0,14.21,1708,499,9,38.03,-1.05
09-02-1986,Singin' in the Rain,0.0,-33501.0,30.53,5405,1933,8,34.95,-6.48
09-02-1986,Song and Dance,0.0,5196.0,35.2,4427,1039,8,53.26,1.58
09-02-1986,Tango Argentino,0.0,0.0,31.79,6506,1603,8,50.73,0.0
09-02-1986,The Mystery of Edwin Drood,0.0,-39835.0,34.29,5785,1425,8,50.75,-10.27
09-02-1986,The Odd Couple,0.0,-10983.0,27.4,2226,1181,8,23.56,-5.39
09-02-1986,The Search for Signs of Intelligent Life in the Universe,0.0,-11061.0,27.75,7696,1079,8,89.16,-3.8
09-02-1986,Uptown...It's Hot!,0.0,-4993.0,22.22,4341,1472,8,36.86,7.15
16-02-1986,42nd Street,0.0,95607.0,33.37,7226,1655,8,54.58,20.74
16-02-1986,A Chorus Line,0.0,60314.0,31.69,6638,1472,8,56.37,15.08
16-02-1986,Benefactors,0.0,30403.0,30.58,6383,1080,8,73.88,13.3
16-02-1986,Big River,0.0,55348.0,34.59,6594,1018,8,80.97,15.51
16-02-1986,Biloxi Blues,0.0,43041.0,23.9,6207,1336,8,58.07,20.21
16-02-1986,Blood Knot,0.0,8083.0,15.69,3153,805,8,48.96,1.63
16-02-1986,Cats,0.0,17792.0,38.06,11954,1482,8,100.83,0.81
16-02-1986,Corpse!,0.0,3000.0,48.75,800,499,8,20.04,2.5
16-02-1986,Hay Fever,0.0,10665.0,12.52,7328,1016,8,90.16,52.9
16-02-1986,I'm Not Rappaport,0.0,21804.0,26.75,4253,785,8,67.72,11.61
16-02-1986,La Cage aux Folles,0.0,72425.0,36.51,9500,1683,8,70.56,11.94
16-02-1986,Lillian,0.0,11377.0,21.99,2089,1088,8,24.0,4.96
16-02-1986,Oh! Calcutta!,0.0,16533.0,14.43,2828,499,8,70.84,32.81
16-02-1986,Singin' in the Rain,0.0,-3041.0,31.15,5200,1933,8,33.63,-1.32
